State,Domain,"Reporting Program","Measure Name","Measure Abbreviation","Measure Type","Rate Definition",FFY,Population,Methodology,"State Rate","Number of States Reporting",Median,"Bottom Quartile","Top Quartile",Notes,Source,"State-Specific Comments","Rate Used in Calculating State Mean and Median"
Alabama,"Behavioral Health Care","Child Core Set","Metabolic Monitoring for Children and Adolescents on Antipsychotics: Ages 1 to 17",APM-CH,"Higher rates are better for this measure","Percentage on Antipsychotics who Received Blood Glucose and Cholesterol Testing: Ages 1 to 17",2021,"Medicaid only",Administrative,22.0,45,30.3,25.3,36.5,,"Mathematica analysis of the Quality Measure Reporting (QMR) system reports for the FFY 2021 reporting cycle as of June 1, 2023.","Medicaid rates include FFS and PCCM populations. State reported that rates exclude the following populations: ""Since Medicare claims are unavailable, Alabama Medicaid Agency recipients who are dually enrolled in Medicaid and Medicare are excluded from the eligible population.""",Yes
Alabama,"Behavioral Health Care","Child Core Set","Metabolic Monitoring for Children and Adolescents on Antipsychotics: Ages 1 to 17",APM-CH,"Higher rates are better for this measure","Percentage on Antipsychotics who Received Blood Glucose Testing: Ages 1 to 17",2021,"CHIP only",Administrative,39.8,45,47.1,41.6,53.0,,"Mathematica analysis of the Quality Measure Reporting (QMR) system reports for the FFY 2021 reporting cycle as of June 1, 2023.","CHIP rates include FFS population. The state described the ""other"" data sources used to calculate the measure as the following: ""Separate CHIP claims data.""",No
Alabama,"Behavioral Health Care","Child Core Set","Metabolic Monitoring for Children and Adolescents on Antipsychotics: Ages 1 to 17",APM-CH,"Higher rates are better for this measure","Percentage on Antipsychotics who Received Cholesterol Testing: Ages 1 to 17",2021,"CHIP only",Administrative,24.7,44,32.6,26.7,38.3,,"Mathematica analysis of the Quality Measure Reporting (QMR) system reports for the FFY 2021 reporting cycle as of June 1, 2023.","CHIP rates include FFS population. The state described the ""other"" data sources used to calculate the measure as the following: ""Separate CHIP claims data.""",No
Alabama,"Behavioral Health Care","Child Core Set","Metabolic Monitoring for Children and Adolescents on Antipsychotics: Ages 1 to 17",APM-CH,"Higher rates are better for this measure","Percentage on Antipsychotics who Received Blood Glucose and Cholesterol Testing: Ages 1 to 17",2021,"CHIP only",Administrative,23.2,45,30.3,25.3,36.5,,"Mathematica analysis of the Quality Measure Reporting (QMR) system reports for the FFY 2021 reporting cycle as of June 1, 2023.","CHIP rates include FFS population. The state described the ""other"" data sources used to calculate the measure as the following: ""Separate CHIP claims data.""",No
Alabama,"Behavioral Health Care","Child Core Set","Use of First-Line Psychosocial Care for Children and Adolescents on Antipsychotics: Ages 1 to 17",APP-CH,"Higher rates are better for this measure","Percentage who had a New Prescription for an Antipsychotic Medication and had Documentation of Psychosocial Care as First-Line Treatment: Ages 1 to 17",2021,"Medicaid only",Administrative,66.0,42,63.3,57.7,69.2,,"Mathematica analysis of the Quality Measure Reporting (QMR) system reports for the FFY 2021 reporting cycle as of June 1, 2023.","Medicaid rate includes FFS and PCCM populations. State reported that the rate excludes the following populations: ""Since Medicare claims are unavailable, Alabama Medicaid Agency recipients who are dually enrolled in Medicaid and Medicare are excluded from the eligible population.""",Yes
Alabama,"Behavioral Health Care","Child Core Set","Use of First-Line Psychosocial Care for Children and Adolescents on Antipsychotics: Ages 1 to 17",APP-CH,"Higher rates are better for this measure","Percentage who had a New Prescription for an Antipsychotic Medication and had Documentation of Psychosocial Care as First-Line Treatment: Ages 1 to 17",2021,"CHIP only",Administrative,62.7,42,63.3,57.7,69.2,,"Mathematica analysis of the Quality Measure Reporting (QMR) system reports for the FFY 2021 reporting cycle as of June 1, 2023.","CHIP rate includes FFS population. The state described the ""other"" data sources used to calculate the measure as the following: ""Separate CHIP claims data."" This measure rate may also been impacted by service changes and availability during the COVID-19 pandemic in 2020.",No
Alabama,"Care of Acute and Chronic Conditions","Child Core Set","Ambulatory Care: Emergency Department (ED) Visits: Ages 0 to 19",AMB-CH,"Lower rates are better for this measure","Emergency Department Visits per 1,000 Beneficiary Months: Ages 0 to 19",2021,"Medicaid only",Administrative,28.6,46,26.0,29.2,23.4,,"Mathematica analysis of the Quality Measure Reporting (QMR) system reports for the FFY 2021 reporting cycle as of June 1, 2023.","Medicaid rate includes FFS and PCCM populations. State reported that the rate excludes the following populations: ""Since Medicare claims are unavailable, Alabama Medicaid Agency recipients who are dually enrolled in Medicaid and Medicare are excluded from the eligible population.""",Yes
Alabama,"Care of Acute and Chronic Conditions","Child Core Set","Ambulatory Care: Emergency Department (ED) Visits: Ages 0 to 19",AMB-CH,"Lower rates are better for this measure","Emergency Department Visits per 1,000 Beneficiary Months: Ages 0 to 19",2021,"CHIP only",Administrative,17.4,46,26.0,29.2,23.4,,"Mathematica analysis of the Quality Measure Reporting (QMR) system reports for the FFY 2021 reporting cycle as of June 1, 2023.","CHIP rate includes FFS population. The state described the ""other"" data sources used to calculate the measure as the following: ""Separate CHIP claims data.""",No
Alabama,"Care of Acute and Chronic Conditions","Child Core Set","Asthma Medication Ratio: Ages 5 to 18",AMR-CH,"Higher rates are better for this measure","Percentage with Persistent Asthma who had a Ratio of Controller Medications to Total Asthma Medications of 0.50 or Greater: Ages 5 to 11",2021,"Medicaid only",Administrative,89.0,45,78.3,75.0,81.8,,"Mathematica analysis of the Quality Measure Reporting (QMR) system reports for the FFY 2021 reporting cycle as of June 1, 2023.","Medicaid rates include FFS and PCCM populations. State reported that rates exclude the following populations: ""Since Medicare claims are unavailable, Alabama Medicaid Agency recipients who are dually enrolled in Medicaid and Medicare are excluded from the eligible population."" Rates were audited or validated. This measure is included in our Alabama Coordinated Healthcare Networks (ACHN) quality incentive payment structure, and has received particular attention by the ACHN Networks to whom these financial incentive payments are made. This substantial rate increase is largely due to the increased effort on the part of the ACHN Network Entities.",Yes
Alabama,"Care of Acute and Chronic Conditions","Child Core Set","Asthma Medication Ratio: Ages 5 to 18",AMR-CH,"Higher rates are better for this measure","Percentage with Persistent Asthma who had a Ratio of Controller Medications to Total Asthma Medications of 0.50 or Greater: Ages 12 to 18",2021,"Medicaid only",Administrative,83.2,45,70.4,65.1,72.9,,"Mathematica analysis of the Quality Measure Reporting (QMR) system reports for the FFY 2021 reporting cycle as of June 1, 2023.","Medicaid rates include FFS and PCCM populations. State reported that rates exclude the following populations: ""Since Medicare claims are unavailable, Alabama Medicaid Agency recipients who are dually enrolled in Medicaid and Medicare are excluded from the eligible population."" Rates were audited or validated. This measure is included in our Alabama Coordinated Healthcare Networks (ACHN) quality incentive payment structure, and has received particular attention by the ACHN Networks to whom these financial incentive payments are made. This substantial rate increase is largely due to the increased effort on the part of the ACHN Network Entities.",Yes
Alabama,"Care of Acute and Chronic Conditions","Child Core Set","Asthma Medication Ratio: Ages 5 to 18",AMR-CH,"Higher rates are better for this measure","Percentage with Persistent Asthma who had a Ratio of Controller Medications to Total Asthma Medications of 0.50 or Greater: Ages 5 to 18",2021,"Medicaid only",Administrative,86.5,45,74.3,69.7,76.7,,"Mathematica analysis of the Quality Measure Reporting (QMR) system reports for the FFY 2021 reporting cycle as of June 1, 2023.","Medicaid rates include FFS and PCCM populations. State reported that rates exclude the following populations: ""Since Medicare claims are unavailable, Alabama Medicaid Agency recipients who are dually enrolled in Medicaid and Medicare are excluded from the eligible population."" Rates were audited or validated. This measure is included in our Alabama Coordinated Healthcare Networks (ACHN) quality incentive payment structure, and has received particular attention by the ACHN Networks to whom these financial incentive payments are made. This substantial rate increase is largely due to the increased effort on the part of the ACHN Network Entities.",Yes
Alabama,"Care of Acute and Chronic Conditions","Child Core Set","Asthma Medication Ratio: Ages 5 to 18",AMR-CH,"Higher rates are better for this measure","Percentage with Persistent Asthma who had a Ratio of Controller Medications to Total Asthma Medications of 0.50 or Greater: Ages 5 to 11",2021,"CHIP only",Administrative,89.1,45,78.3,75.0,81.8,,"Mathematica analysis of the Quality Measure Reporting (QMR) system reports for the FFY 2021 reporting cycle as of June 1, 2023.","CHIP rates include FFS population. The state described the ""other"" data sources used to calculate the measure as the following: ""Separate CHIP claims data.""",No
Alabama,"Care of Acute and Chronic Conditions","Child Core Set","Asthma Medication Ratio: Ages 5 to 18",AMR-CH,"Higher rates are better for this measure","Percentage with Persistent Asthma who had a Ratio of Controller Medications to Total Asthma Medications of 0.50 or Greater: Ages 12 to 18",2021,"CHIP only",Administrative,78.9,45,70.4,65.1,72.9,,"Mathematica analysis of the Quality Measure Reporting (QMR) system reports for the FFY 2021 reporting cycle as of June 1, 2023.","CHIP rates include FFS population. The state described the ""other"" data sources used to calculate the measure as the following: ""Separate CHIP claims data.""",No
Alabama,"Care of Acute and Chronic Conditions","Child Core Set","Asthma Medication Ratio: Ages 5 to 18",AMR-CH,"Higher rates are better for this measure","Percentage with Persistent Asthma who had a Ratio of Controller Medications to Total Asthma Medications of 0.50 or Greater: Ages 5 to 18",2021,"CHIP only",Administrative,84.6,45,74.3,69.7,76.7,,"Mathematica analysis of the Quality Measure Reporting (QMR) system reports for the FFY 2021 reporting cycle as of June 1, 2023.","CHIP rates include FFS population. The state described the ""other"" data sources used to calculate the measure as the following: ""Separate CHIP claims data.""",No
Alabama,"Dental and Oral Health Services","Child Core Set","Percentage of Eligibles Who Received Preventive Dental Services: Ages 1 to 20",PDENT-CH,"Higher rates are better for this measure","Percentage Enrolled in Medicaid or Medicaid Expansion CHIP Programs for at least 90 Continuous Days with at Least 1 Preventive Dental Service: Ages 1 to 20",2021,"Medicaid only",Administrative,46.2,52,44.6,38.5,47.4,,"Mathematica analysis of FFY 2021 Form CMS-416 reports (annual EPSDT report), Lines 1b and 12b as of November 9, 2022.",None,Yes
Alabama,"Dental and Oral Health Services","Child Core Set","Sealant Receipt on Permanent First Molars: Age 10",SFM-CH,"Higher rates are better for this measure","Percentage of Children who Received a Sealant on at Least One Permanent First Molar Tooth by their 10th Birthdate",2021,"Medicaid only",Administrative,42.0,30,49.2,32.4,60.7,,"Mathematica analysis of the Quality Measure Reporting (QMR) system reports for the FFY 2021 reporting cycle as of June 1, 2023.","Medicaid rates include FFS and PCCM populations. State reported that rates exclude the following populations: ""Since Medicare claims are unavailable, Alabama Medicaid Agency recipients who are dually enrolled in Medicaid and Medicare are excluded from the eligible population.""",Yes
Alabama,"Dental and Oral Health Services","Child Core Set","Sealant Receipt on Permanent First Molars: Age 10",SFM-CH,"Higher rates are better for this measure","Percentage of Children who Received Sealants on All Four Permanent First Molars by their 10th Birthdate",2021,"Medicaid only",Administrative,31.1,30,35.7,21.8,43.0,,"Mathematica analysis of the Quality Measure Reporting (QMR) system reports for the FFY 2021 reporting cycle as of June 1, 2023.","Medicaid rates include FFS and PCCM populations. State reported that rates exclude the following populations: ""Since Medicare claims are unavailable, Alabama Medicaid Agency recipients who are dually enrolled in Medicaid and Medicare are excluded from the eligible population.""",Yes
Alabama,"Dental and Oral Health Services","Child Core Set","Sealant Receipt on Permanent First Molars: Age 10",SFM-CH,"Higher rates are better for this measure","Percentage of Children who Received a Sealant on at Least One Permanent First Molar Tooth by their 10th Birthdate",2021,"CHIP only",Administrative,25.5,30,49.2,32.4,60.7,,"Mathematica analysis of the Quality Measure Reporting (QMR) system reports for the FFY 2021 reporting cycle as of June 1, 2023.","CHIP rates include FFS population. The state described the ""other"" data sources used to calculate the measure as the following: ""Separate CHIP claims data.""",No
Alabama,"Dental and Oral Health Services","Child Core Set","Sealant Receipt on Permanent First Molars: Age 10",SFM-CH,"Higher rates are better for this measure","Percentage of Children who Received Sealants on All Four Permanent First Molars by their 10th Birthdate",2021,"CHIP only",Administrative,17.3,30,35.7,21.8,43.0,,"Mathematica analysis of the Quality Measure Reporting (QMR) system reports for the FFY 2021 reporting cycle as of June 1, 2023.","CHIP rates include FFS population. The state described the ""other"" data sources used to calculate the measure as the following: ""Separate CHIP claims data.""",No
Alabama,"Maternal and Perinatal Health","Child Core Set","Contraceptive Care: All Women Ages 15 to 20",CCW-CH,"Higher rates are better for this measure","Percentage of Women at Risk for Unintended Pregnancy Provided a Most Effective or Moderately Effective Method of Contraception: Ages 15 to 20",2021,"Medicaid only",Administrative,30.3,39,27.8,19.1,31.1,,"Mathematica analysis of the Quality Measure Reporting (QMR) system reports for the FFY 2021 reporting cycle as of June 1, 2023.","Medicaid rates include FFS and PCCM populations. State reported that rates exclude the following populations: ""Since Medicare claims are unavailable, Alabama Medicaid Agency recipients who are dually enrolled in Medicaid and Medicare are excluded from the eligible population.""",Yes
Alabama,"Maternal and Perinatal Health","Child Core Set","Contraceptive Care: All Women Ages 15 to 20",CCW-CH,"Higher rates are better for this measure","Percentage of Women at Risk for Unintended Pregnancy Provided a Long-Acting Reversible Method of Contraception: Ages 15 to 20",2021,"Medicaid only",Administrative,2.5,39,3.7,2.8,5.0,,"Mathematica analysis of the Quality Measure Reporting (QMR) system reports for the FFY 2021 reporting cycle as of June 1, 2023.","Medicaid rates include FFS and PCCM populations. State reported that rates exclude the following populations: ""Since Medicare claims are unavailable, Alabama Medicaid Agency recipients who are dually enrolled in Medicaid and Medicare are excluded from the eligible population.""",Yes
Alabama,"Maternal and Perinatal Health","Child Core Set","Contraceptive Care: All Women Ages 15 to 20",CCW-CH,"Higher rates are better for this measure","Percentage of Women at Risk for Unintended Pregnancy Provided a Most Effective or Moderately Effective Method of Contraception: Ages 15 to 20",2021,"CHIP only",Administrative,28.8,39,27.8,19.1,31.1,,"Mathematica analysis of the Quality Measure Reporting (QMR) system reports for the FFY 2021 reporting cycle as of June 1, 2023.","CHIP rates include FFS population. The state described the ""other"" data sources used to calculate the measure as the following: ""Separate CHIP claims data."" The measure allows for a Family Planning Only Services benefit to be included in the continuous enrollment criteria. We cannot identify this benefit, so it has been excluded. Only paid claims are utilized in our rule measure calculations. Suspended, pending, and denied claims are not included.",No
Alabama,"Maternal and Perinatal Health","Child Core Set","Contraceptive Care: All Women Ages 15 to 20",CCW-CH,"Higher rates are better for this measure","Percentage of Women at Risk for Unintended Pregnancy Provided a Long-Acting Reversible Method of Contraception: Ages 15 to 20",2021,"CHIP only",Administrative,2.2,39,3.7,2.8,5.0,,"Mathematica analysis of the Quality Measure Reporting (QMR) system reports for the FFY 2021 reporting cycle as of June 1, 2023.","CHIP rates include FFS population. The state described the ""other"" data sources used to calculate the measure as the following: ""Separate CHIP claims data."" The measure allows for a Family Planning Only Services benefit to be included in the continuous enrollment criteria. We cannot identify this benefit, so it has been excluded. Only paid claims are utilized in our rule measure calculations. Suspended, pending, and denied claims are not included.",No
Alabama,"Maternal and Perinatal Health","Child Core Set","Contraceptive Care: Postpartum Women Ages 15 to 20",CCP-CH,"Higher rates are better for this measure","Percentage of Postpartum Women Provided a Most Effective or Moderately Effective Method of Contraception Within 3 Days of Delivery: Ages 15 to 20",2021,"Medicaid only",Administrative,4.2,35,5.6,3.1,9.2,,"Mathematica analysis of the Quality Measure Reporting (QMR) system reports for the FFY 2021 reporting cycle as of June 1, 2023.","Medicaid rates include FFS and PCCM populations. State reported that rates exclude the following populations: ""Since Medicare claims are unavailable, Alabama Medicaid Agency recipients who are dually enrolled in Medicaid and Medicare are excluded from the eligible population."" Alabama Medicaid analysis has shown using 'CMS provided values sets only' did not accurately provide the number deliveries that happened in the state. Therefore, the agency utilizes hospital claims data, case management data and maternity claims data in addition to the value sets provided for the measure specifications. Further, we use Vital Statistics Birth Certificate data as a validation tool and have found that this methodology is highly effective.",Yes
Alabama,"Maternal and Perinatal Health","Child Core Set","Contraceptive Care: Postpartum Women Ages 15 to 20",CCP-CH,"Higher rates are better for this measure","Percentage of Postpartum Women Provided a Most Effective or Moderately Effective Method of Contraception Within 60 Days of Delivery: Ages 15 to 20",2021,"Medicaid only",Administrative,47.7,39,40.2,34.1,46.8,,"Mathematica analysis of the Quality Measure Reporting (QMR) system reports for the FFY 2021 reporting cycle as of June 1, 2023.","Medicaid rates include FFS and PCCM populations. State reported that rates exclude the following populations: ""Since Medicare claims are unavailable, Alabama Medicaid Agency recipients who are dually enrolled in Medicaid and Medicare are excluded from the eligible population."" Alabama Medicaid analysis has shown using 'CMS provided values sets only' did not accurately provide the number deliveries that happened in the state. Therefore, the agency utilizes hospital claims data, case management data and maternity claims data in addition to the value sets provided for the measure specifications. Further, we use Vital Statistics Birth Certificate data as a validation tool and have found that this methodology is highly effective.",Yes
Alabama,"Maternal and Perinatal Health","Child Core Set","Contraceptive Care: Postpartum Women Ages 15 to 20",CCP-CH,"Higher rates are better for this measure","Percentage of Postpartum Women Provided a Long-Acting Reversible Method of Contraception Within 3 Days of Delivery: Ages 15 to 20",2021,"Medicaid only",Administrative,2.3,31,3.1,1.4,4.5,,"Mathematica analysis of the Quality Measure Reporting (QMR) system reports for the FFY 2021 reporting cycle as of June 1, 2023.","Medicaid rates include FFS and PCCM populations. State reported that rates exclude the following populations: ""Since Medicare claims are unavailable, Alabama Medicaid Agency recipients who are dually enrolled in Medicaid and Medicare are excluded from the eligible population."" Alabama Medicaid analysis has shown using 'CMS provided values sets only' did not accurately provide the number deliveries that happened in the state. Therefore, the agency utilizes hospital claims data, case management data and maternity claims data in addition to the value sets provided for the measure specifications. Further, we use Vital Statistics Birth Certificate data as a validation tool and have found that this methodology is highly effective.",Yes
Alabama,"Maternal and Perinatal Health","Child Core Set","Contraceptive Care: Postpartum Women Ages 15 to 20",CCP-CH,"Higher rates are better for this measure","Percentage of Postpartum Women Provided a Long-Acting Reversible Method of Contraception Within 60 Days of Delivery: Ages 15 to 20",2021,"Medicaid only",Administrative,13.1,38,16.6,12.8,20.5,,"Mathematica analysis of the Quality Measure Reporting (QMR) system reports for the FFY 2021 reporting cycle as of June 1, 2023.","Medicaid rates include FFS and PCCM populations. State reported that rates exclude the following populations: ""Since Medicare claims are unavailable, Alabama Medicaid Agency recipients who are dually enrolled in Medicaid and Medicare are excluded from the eligible population."" Alabama Medicaid analysis has shown using 'CMS provided values sets only' did not accurately provide the number deliveries that happened in the state. Therefore, the agency utilizes hospital claims data, case management data and maternity claims data in addition to the value sets provided for the measure specifications. Further, we use Vital Statistics Birth Certificate data as a validation tool and have found that this methodology is highly effective.",Yes
Alabama,"Maternal and Perinatal Health","Child Core Set","Contraceptive Care: Postpartum Women Ages 15 to 20",CCP-CH,"Higher rates are better for this measure","Percentage of Postpartum Women Provided a Most Effective or Moderately Effective Method of Contraception Within 3 Days of Delivery: Ages 15 to 20",2021,"CHIP only",Administrative,DS,35,5.6,3.1,9.2,"DS = Data suppressed because data cannot be displayed per the Centers for Medicare & Medicaid Services' cell-size suppression policy, which prohibits the direct reporting of data for beneficiary and record counts of 1 to 10 and values from which users can derive values of 1 to 10.","Mathematica analysis of the Quality Measure Reporting (QMR) system reports for the FFY 2021 reporting cycle as of June 1, 2023.","CHIP rates include FFS population. The state described the ""other"" data sources used to calculate the measure as the following: ""Separate CHIP claims data."" State reported the following deviation: ""The measure allows for a Family Planning Only Services benefit to be included in the continuous enrollment criteria. We cannot identify this benefit, so it has been excluded.""",No
Alabama,"Maternal and Perinatal Health","Child Core Set","Contraceptive Care: Postpartum Women Ages 15 to 20",CCP-CH,"Higher rates are better for this measure","Percentage of Postpartum Women Provided a Most Effective or Moderately Effective Method of Contraception Within 60 Days of Delivery: Ages 15 to 20",2021,"CHIP only",Administrative,45.3,39,40.2,34.1,46.8,,"Mathematica analysis of the Quality Measure Reporting (QMR) system reports for the FFY 2021 reporting cycle as of June 1, 2023.","CHIP rates include FFS population. The state described the ""other"" data sources used to calculate the measure as the following: ""Separate CHIP claims data."" State reported the following deviation: ""The measure allows for a Family Planning Only Services benefit to be included in the continuous enrollment criteria. We cannot identify this benefit, so it has been excluded.""",No
Alabama,"Maternal and Perinatal Health","Child Core Set","Contraceptive Care: Postpartum Women Ages 15 to 20",CCP-CH,"Higher rates are better for this measure","Percentage of Postpartum Women Provided a Long-Acting Reversible Method of Contraception Within 3 Days of Delivery: Ages 15 to 20",2021,"CHIP only",Administrative,0.0,31,3.1,1.4,4.5,,"Mathematica analysis of the Quality Measure Reporting (QMR) system reports for the FFY 2021 reporting cycle as of June 1, 2023.","CHIP rates include FFS population. The state described the ""other"" data sources used to calculate the measure as the following: ""Separate CHIP claims data."" State reported the following deviation: ""The measure allows for a Family Planning Only Services benefit to be included in the continuous enrollment criteria. We cannot identify this benefit, so it has been excluded.""",No
Alabama,"Maternal and Perinatal Health","Child Core Set","Contraceptive Care: Postpartum Women Ages 15 to 20",CCP-CH,"Higher rates are better for this measure","Percentage of Postpartum Women Provided a Long-Acting Reversible Method of Contraception Within 60 Days of Delivery: Ages 15 to 20",2021,"CHIP only",Administrative,DS,38,16.6,12.8,20.5,"DS = Data suppressed because data cannot be displayed per the Centers for Medicare & Medicaid Services' cell-size suppression policy, which prohibits the direct reporting of data for beneficiary and record counts of 1 to 10 and values from which users can derive values of 1 to 10.","Mathematica analysis of the Quality Measure Reporting (QMR) system reports for the FFY 2021 reporting cycle as of June 1, 2023.","CHIP rates include FFS population. The state described the ""other"" data sources used to calculate the measure as the following: ""Separate CHIP claims data."" State reported the following deviation: ""The measure allows for a Family Planning Only Services benefit to be included in the continuous enrollment criteria. We cannot identify this benefit, so it has been excluded.""",No
