State,Domain,"Reporting Program","Measure Name","Measure Abbreviation","Measure Type","Rate Definition",FFY,Population,Methodology,"State Rate","Number of States Reporting",Median,"Bottom Quartile","Top Quartile",Notes,Source,"State-Specific Comments","Rate Used in Calculating State Mean and Median"
Alabama,"Behavioral Health Care","Child Core Set","Follow-Up Care for Children Prescribed Attention-Deficit/Hyperactivity Disorder (ADHD) Medication: Ages 6 to 12",ADD-CH,"Higher rates are better for this measure","Percentage Newly Prescribed ADHD Medication with 1 Follow-Up Visit During the 30-Day Initiation Phase: Ages 6 to 12",2022,"Medicaid only",Administrative,32.7,50,43.0,36.4,49.4,,"Mathematica analysis of the Quality Measure Reporting (QMR) system reports for the FFY 2022 reporting cycle as of June 1, 2023.","Medicaid rates include FFS and PCCM populations. State reported that rates exclude the following populations: ""Since Medicare claims are unavailable, Alabama Medicaid Agency recipients who are dually enrolled in Medicaid and Medicare are excluded from the eligible population.""",Yes
Alabama,"Behavioral Health Care","Child Core Set","Follow-Up Care for Children Prescribed Attention-Deficit/Hyperactivity Disorder (ADHD) Medication: Ages 6 to 12",ADD-CH,"Higher rates are better for this measure","Percentage Newly Prescribed ADHD Medication with at Least 2 Follow-Up Visits in the 9 Months Following the Initiation Phase: Ages 6 to 12",2022,"Medicaid only",Administrative,100.0,49,54.1,45.1,59.5,,"Mathematica analysis of the Quality Measure Reporting (QMR) system reports for the FFY 2022 reporting cycle as of June 1, 2023.","Medicaid rates include FFS and PCCM populations. State reported that rates exclude the following populations: ""Since Medicare claims are unavailable, Alabama Medicaid Agency recipients who are dually enrolled in Medicaid and Medicare are excluded from the eligible population.""",Yes
Alabama,"Behavioral Health Care","Child Core Set","Follow-Up Care for Children Prescribed Attention-Deficit/Hyperactivity Disorder (ADHD) Medication: Ages 6 to 12",ADD-CH,"Higher rates are better for this measure","Percentage Newly Prescribed ADHD Medication with 1 Follow-Up Visit During the 30-Day Initiation Phase: Ages 6 to 12",2022,"CHIP only",Administrative,37.3,50,43.0,36.4,49.4,,"Mathematica analysis of the Quality Measure Reporting (QMR) system reports for the FFY 2022 reporting cycle as of June 1, 2023.","CHIP rates include FFS population. The state described the ""other"" data sources used to calculate the measure as the following: ""Separate CHIP claims data."" State reported the following deviations: Many of the ADHD medications are also used in the treatment of narcolepsy. In order to have a precise ADHD measure, children with narcolepsy were removed from the denominator and both indicators as specified under the optional exclusions for this measure.",No
Alabama,"Behavioral Health Care","Child Core Set","Follow-Up Care for Children Prescribed Attention-Deficit/Hyperactivity Disorder (ADHD) Medication: Ages 6 to 12",ADD-CH,"Higher rates are better for this measure","Percentage Newly Prescribed ADHD Medication with at Least 2 Follow-Up Visits in the 9 Months Following the Initiation Phase: Ages 6 to 12",2022,"CHIP only",Administrative,49.8,49,54.1,45.1,59.5,,"Mathematica analysis of the Quality Measure Reporting (QMR) system reports for the FFY 2022 reporting cycle as of June 1, 2023.","CHIP rates include FFS population. The state described the ""other"" data sources used to calculate the measure as the following: ""Separate CHIP claims data."" State reported the following deviations: Many of the ADHD medications are also used in the treatment of narcolepsy. In order to have a precise ADHD measure, children with narcolepsy were removed from the denominator and both indicators as specified under the optional exclusions for this measure.",No
Alabama,"Behavioral Health Care","Child Core Set","Metabolic Monitoring for Children and Adolescents on Antipsychotics: Ages 1 to 17",APM-CH,"Higher rates are better for this measure","Percentage on Antipsychotics who Received Blood Glucose Testing: Ages 1 to 17",2022,"Medicaid only",Administrative,46.1,45,52.4,47.6,58.2,,"Mathematica analysis of the Quality Measure Reporting (QMR) system reports for the FFY 2022 reporting cycle as of June 1, 2023.","Medicaid rates include FFS and PCCM populations. State reported that rates exclude the following populations: ""Since Medicare claims are unavailable, Alabama Medicaid Agency recipients who are dually enrolled in Medicaid and Medicare are excluded from the eligible population.""",Yes
Alabama,"Behavioral Health Care","Child Core Set","Metabolic Monitoring for Children and Adolescents on Antipsychotics: Ages 1 to 17",APM-CH,"Higher rates are better for this measure","Percentage on Antipsychotics who Received Cholesterol Testing: Ages 1 to 17",2022,"Medicaid only",Administrative,28.2,45,35.3,28.6,41.9,,"Mathematica analysis of the Quality Measure Reporting (QMR) system reports for the FFY 2022 reporting cycle as of June 1, 2023.","Medicaid rates include FFS and PCCM populations. State reported that rates exclude the following populations: ""Since Medicare claims are unavailable, Alabama Medicaid Agency recipients who are dually enrolled in Medicaid and Medicare are excluded from the eligible population.""",Yes
Alabama,"Behavioral Health Care","Child Core Set","Metabolic Monitoring for Children and Adolescents on Antipsychotics: Ages 1 to 17",APM-CH,"Higher rates are better for this measure","Percentage on Antipsychotics who Received Blood Glucose and Cholesterol Testing: Ages 1 to 17",2022,"Medicaid only",Administrative,27.2,46,33.2,27.3,41.5,,"Mathematica analysis of the Quality Measure Reporting (QMR) system reports for the FFY 2022 reporting cycle as of June 1, 2023.","Medicaid rates include FFS and PCCM populations. State reported that rates exclude the following populations: ""Since Medicare claims are unavailable, Alabama Medicaid Agency recipients who are dually enrolled in Medicaid and Medicare are excluded from the eligible population.""",Yes
Alabama,"Behavioral Health Care","Child Core Set","Metabolic Monitoring for Children and Adolescents on Antipsychotics: Ages 1 to 17",APM-CH,"Higher rates are better for this measure","Percentage on Antipsychotics who Received Blood Glucose Testing: Ages 1 to 17",2022,"CHIP only",Administrative,49.1,45,52.4,47.6,58.2,,"Mathematica analysis of the Quality Measure Reporting (QMR) system reports for the FFY 2022 reporting cycle as of June 1, 2023.","CHIP rates include FFS population. The state described the ""other"" data sources used to calculate the measure as the following: ""Separate CHIP Claims Data.""",No
Alabama,"Behavioral Health Care","Child Core Set","Metabolic Monitoring for Children and Adolescents on Antipsychotics: Ages 1 to 17",APM-CH,"Higher rates are better for this measure","Percentage on Antipsychotics who Received Cholesterol Testing: Ages 1 to 17",2022,"CHIP only",Administrative,27.7,45,35.3,28.6,41.9,,"Mathematica analysis of the Quality Measure Reporting (QMR) system reports for the FFY 2022 reporting cycle as of June 1, 2023.","CHIP rates include FFS population. The state described the ""other"" data sources used to calculate the measure as the following: ""Separate CHIP Claims Data.""",No
Alabama,"Behavioral Health Care","Child Core Set","Metabolic Monitoring for Children and Adolescents on Antipsychotics: Ages 1 to 17",APM-CH,"Higher rates are better for this measure","Percentage on Antipsychotics who Received Blood Glucose and Cholesterol Testing: Ages 1 to 17",2022,"CHIP only",Administrative,24.9,46,33.2,27.3,41.5,,"Mathematica analysis of the Quality Measure Reporting (QMR) system reports for the FFY 2022 reporting cycle as of June 1, 2023.","CHIP rates include FFS population. The state described the ""other"" data sources used to calculate the measure as the following: ""Separate CHIP Claims Data.""",No
Alabama,"Behavioral Health Care","Child Core Set","Use of First-Line Psychosocial Care for Children and Adolescents on Antipsychotics: Ages 1 to 17",APP-CH,"Higher rates are better for this measure","Percentage who had a New Prescription for an Antipsychotic Medication and had Documentation of Psychosocial Care as First-Line Treatment: Ages 1 to 17",2022,"Medicaid only",Administrative,62.6,47,62.6,58.6,67.2,,"Mathematica analysis of the Quality Measure Reporting (QMR) system reports for the FFY 2022 reporting cycle as of June 1, 2023.","Medicaid rate includes FFS and PCCM populations. State reported that the rate excludes the following populations: ""Since Medicare claims are unavailable, Alabama Medicaid Agency recipients who are dually enrolled in Medicaid and Medicare are excluded from the eligible population.""",Yes
Alabama,"Behavioral Health Care","Child Core Set","Use of First-Line Psychosocial Care for Children and Adolescents on Antipsychotics: Ages 1 to 17",APP-CH,"Higher rates are better for this measure","Percentage who had a New Prescription for an Antipsychotic Medication and had Documentation of Psychosocial Care as First-Line Treatment: Ages 1 to 17",2022,"CHIP only",Administrative,60.9,47,62.6,58.6,67.2,,"Mathematica analysis of the Quality Measure Reporting (QMR) system reports for the FFY 2022 reporting cycle as of June 1, 2023.","CHIP rate includes FFS population. The state described the ""other"" data sources used to calculate the measure as the following: ""Separate CHIP claims data.""",No
Alabama,"Care of Acute and Chronic Conditions","Child Core Set","Ambulatory Care: Emergency Department (ED) Visits: Ages 0 to 19",AMB-CH,"Lower rates are better for this measure","Emergency Department Visits per 1,000 Beneficiary Months: Ages 0 to 19",2022,"Medicaid only",Administrative,32.9,46,31.9,36.2,26.0,,"Mathematica analysis of the Quality Measure Reporting (QMR) system reports for the FFY 2022 reporting cycle as of June 1, 2023.","Medicaid rate includes FFS and PCCM populations. State reported that the rate excludes the following populations: ""Since Medicare claims are unavailable, Alabama Medicaid Agency recipients who are dually enrolled in Medicaid and Medicare are excluded from the eligible population.""",Yes
Alabama,"Care of Acute and Chronic Conditions","Child Core Set","Ambulatory Care: Emergency Department (ED) Visits: Ages 0 to 19",AMB-CH,"Lower rates are better for this measure","Emergency Department Visits per 1,000 Beneficiary Months: Ages 0 to 19",2022,"CHIP only",Administrative,20.7,46,31.9,36.2,26.0,,"Mathematica analysis of the Quality Measure Reporting (QMR) system reports for the FFY 2022 reporting cycle as of June 1, 2023.","CHIP rate includes FFS population. The state described the ""other"" data sources used to calculate the measure as the following: ""Separate CHIP Claims Data.""",No
Alabama,"Care of Acute and Chronic Conditions","Child Core Set","Asthma Medication Ratio: Ages 5 to 18",AMR-CH,"Higher rates are better for this measure","Percentage with Persistent Asthma who had a Ratio of Controller Medications to Total Asthma Medications of 0.50 or Greater: Ages 5 to 11",2022,"Medicaid only",Administrative,87.7,47,77.3,73.2,80.7,,"Mathematica analysis of the Quality Measure Reporting (QMR) system reports for the FFY 2022 reporting cycle as of June 1, 2023.","Medicaid rates include FFS and PCCM populations. State reported that rates exclude the following populations: ""Since Medicare claims are unavailable, Alabama Medicaid Agency recipients who are dually enrolled in Medicaid and Medicare are excluded from the eligible population."" Rates were audited or validated.",Yes
Alabama,"Care of Acute and Chronic Conditions","Child Core Set","Asthma Medication Ratio: Ages 5 to 18",AMR-CH,"Higher rates are better for this measure","Percentage with Persistent Asthma who had a Ratio of Controller Medications to Total Asthma Medications of 0.50 or Greater: Ages 12 to 18",2022,"Medicaid only",Administrative,83.0,47,68.8,64.8,72.5,,"Mathematica analysis of the Quality Measure Reporting (QMR) system reports for the FFY 2022 reporting cycle as of June 1, 2023.","Medicaid rates include FFS and PCCM populations. State reported that rates exclude the following populations: ""Since Medicare claims are unavailable, Alabama Medicaid Agency recipients who are dually enrolled in Medicaid and Medicare are excluded from the eligible population."" Rates were audited or validated.",Yes
Alabama,"Care of Acute and Chronic Conditions","Child Core Set","Asthma Medication Ratio: Ages 5 to 18",AMR-CH,"Higher rates are better for this measure","Percentage with Persistent Asthma who had a Ratio of Controller Medications to Total Asthma Medications of 0.50 or Greater: Ages 5 to 18",2022,"Medicaid only",Administrative,85.6,48,73.1,68.1,76.5,,"Mathematica analysis of the Quality Measure Reporting (QMR) system reports for the FFY 2022 reporting cycle as of June 1, 2023.","Medicaid rates include FFS and PCCM populations. State reported that rates exclude the following populations: ""Since Medicare claims are unavailable, Alabama Medicaid Agency recipients who are dually enrolled in Medicaid and Medicare are excluded from the eligible population."" Rates were audited or validated.",Yes
Alabama,"Care of Acute and Chronic Conditions","Child Core Set","Asthma Medication Ratio: Ages 5 to 18",AMR-CH,"Higher rates are better for this measure","Percentage with Persistent Asthma who had a Ratio of Controller Medications to Total Asthma Medications of 0.50 or Greater: Ages 5 to 11",2022,"CHIP only",Administrative,91.7,47,77.3,73.2,80.7,,"Mathematica analysis of the Quality Measure Reporting (QMR) system reports for the FFY 2022 reporting cycle as of June 1, 2023.","CHIP rates include FFS population. The state described the ""other"" data sources used to calculate the measure as the following: ""Separate CHIP Claims Data.""",No
Alabama,"Care of Acute and Chronic Conditions","Child Core Set","Asthma Medication Ratio: Ages 5 to 18",AMR-CH,"Higher rates are better for this measure","Percentage with Persistent Asthma who had a Ratio of Controller Medications to Total Asthma Medications of 0.50 or Greater: Ages 12 to 18",2022,"CHIP only",Administrative,87.9,47,68.8,64.8,72.5,,"Mathematica analysis of the Quality Measure Reporting (QMR) system reports for the FFY 2022 reporting cycle as of June 1, 2023.","CHIP rates include FFS population. The state described the ""other"" data sources used to calculate the measure as the following: ""Separate CHIP Claims Data.""",No
Alabama,"Care of Acute and Chronic Conditions","Child Core Set","Asthma Medication Ratio: Ages 5 to 18",AMR-CH,"Higher rates are better for this measure","Percentage with Persistent Asthma who had a Ratio of Controller Medications to Total Asthma Medications of 0.50 or Greater: Ages 5 to 18",2022,"CHIP only",Administrative,89.9,48,73.1,68.1,76.5,,"Mathematica analysis of the Quality Measure Reporting (QMR) system reports for the FFY 2022 reporting cycle as of June 1, 2023.","CHIP rates include FFS population. The state described the ""other"" data sources used to calculate the measure as the following: ""Separate CHIP Claims Data.""",No
Alabama,"Dental and Oral Health Services","Child Core Set","Oral Evaluation, Dental Services: Ages <1 through 20",OEV-CH,"Higher rates are better for this measure","Percentage of Enrolled Children Under Age 21 Who Received a Comprehensive or Periodic Oral Evaluation: Ages <1 through 20",2022,"Medicaid only",Administrative,43.2,27,43.2,37.1,49.4,,"Mathematica analysis of the Quality Measure Reporting (QMR) system reports for the FFY 2022 reporting cycle as of June 1, 2023.","Medicaid rate includes FFS and PCCM populations. State reported that the rate excludes the following populations: ""Since Medicare claims are unavailable, Alabama Medicaid Agency recipients who are dually enrolled in Medicaid and Medicare are excluded from the eligible population.""",Yes
Alabama,"Dental and Oral Health Services","Child Core Set","Oral Evaluation, Dental Services: Ages <1 through 20",OEV-CH,"Higher rates are better for this measure","Percentage of Enrolled Children Under Age 21 Who Received a Comprehensive or Periodic Oral Evaluation: Ages <1 through 20",2022,"CHIP only",Administrative,55.5,27,43.2,37.1,49.4,,"Mathematica analysis of the Quality Measure Reporting (QMR) system reports for the FFY 2022 reporting cycle as of June 1, 2023.","CHIP rate includes FFS population. The state described the ""other"" data sources used to calculate the measure as the following: ""Separate CHIP claims data."" State reported the following deviations: ""The specifications note that this measure should utilize suspended, pending and denied claims as well as paid claims. Only paid claims are utilized in our calculation.""",No
Alabama,"Dental and Oral Health Services","Child Core Set","Sealant Receipt on Permanent First Molars: Age 10",SFM-CH,"Higher rates are better for this measure","Percentage of Children who Received a Sealant on at Least One Permanent First Molar Tooth by their 10th Birthdate",2022,"Medicaid only",Administrative,39.4,30,46.4,38.4,57.3,,"Mathematica analysis of the Quality Measure Reporting (QMR) system reports for the FFY 2022 reporting cycle as of June 1, 2023.","Medicaid rates include FFS and PCCM populations. State reported that rates exclude the following populations: ""Since Medicare claims are unavailable, Alabama Medicaid Agency recipients who are dually enrolled in Medicaid and Medicare are excluded from the eligible population.""",Yes
Alabama,"Dental and Oral Health Services","Child Core Set","Sealant Receipt on Permanent First Molars: Age 10",SFM-CH,"Higher rates are better for this measure","Percentage of Children who Received Sealants on All Four Permanent First Molars by their 10th Birthdate",2022,"Medicaid only",Administrative,28.7,30,32.9,23.6,40.0,,"Mathematica analysis of the Quality Measure Reporting (QMR) system reports for the FFY 2022 reporting cycle as of June 1, 2023.","Medicaid rates include FFS and PCCM populations. State reported that rates exclude the following populations: ""Since Medicare claims are unavailable, Alabama Medicaid Agency recipients who are dually enrolled in Medicaid and Medicare are excluded from the eligible population.""",Yes
Alabama,"Dental and Oral Health Services","Child Core Set","Sealant Receipt on Permanent First Molars: Age 10",SFM-CH,"Higher rates are better for this measure","Percentage of Children who Received a Sealant on at Least One Permanent First Molar Tooth by their 10th Birthdate",2022,"CHIP only",Administrative,43.0,30,46.4,38.4,57.3,,"Mathematica analysis of the Quality Measure Reporting (QMR) system reports for the FFY 2022 reporting cycle as of June 1, 2023.","CHIP rates include FFS population. The state described the ""other"" data sources used to calculate the measure as the following: ""Separate CHIP claims data."" State limited data to include children with a birth year of 2011. The specifications call for a 48 month look back if possible. The state looked back to 2018.",No
Alabama,"Dental and Oral Health Services","Child Core Set","Sealant Receipt on Permanent First Molars: Age 10",SFM-CH,"Higher rates are better for this measure","Percentage of Children who Received Sealants on All Four Permanent First Molars by their 10th Birthdate",2022,"CHIP only",Administrative,0.0,30,32.9,23.6,40.0,,"Mathematica analysis of the Quality Measure Reporting (QMR) system reports for the FFY 2022 reporting cycle as of June 1, 2023.","CHIP rates include FFS population. The state described the ""other"" data sources used to calculate the measure as the following: ""Separate CHIP claims data."" State limited data to include children with a birth year of 2011. The specifications call for a 48 month look back if possible. The state looked back to 2018.",No
Alabama,"Dental and Oral Health Services","Child Core Set","Topical Fluoride for Children: Ages 1 through 20",TFL-CH,"Higher rates are better for this measure","Percentage of Enrolled Children who Received at Least Two Topical Fluoride Applications as Dental or Oral Health Services: Total (Ages 1 through 20)",2022,"Medicaid only",Administrative,19.3,25,19.3,16.8,23.3,,"Mathematica analysis of the Quality Measure Reporting (QMR) system reports for the FFY 2022 reporting cycle as of June 1, 2023.","Medicaid rate includes FFS and PCCM populations. State reported that the rate excludes the following populations: ""Since Medicare claims are unavailable, Alabama Medicaid Agency recipients who are dually enrolled in Medicaid and Medicare are excluded from the eligible population.""",Yes
Alabama,"Dental and Oral Health Services","Child Core Set","Topical Fluoride for Children: Ages 1 through 20",TFL-CH,"Higher rates are better for this measure","Percentage of Enrolled Children who Received at Least Two Topical Fluoride Applications as Dental or Oral Health Services: Total (Ages 1 through 20)",2022,"CHIP only",Administrative,46.7,25,19.3,16.8,23.3,,"Mathematica analysis of the Quality Measure Reporting (QMR) system reports for the FFY 2022 reporting cycle as of June 1, 2023.","CHIP rate includes FFS population. The state described the ""other"" data sources used to calculate the measure as the following: ""Separate CHIP claims data.""",No
Alabama,"Maternal and Perinatal Health","Child Core Set","Contraceptive Care: All Women Ages 15 to 20",CCW-CH,"Higher rates are better for this measure","Percentage of Women at Risk for Unintended Pregnancy Provided a Most Effective or Moderately Effective Method of Contraception: Ages 15 to 20",2022,"Medicaid only",Administrative,28.4,40,26.3,19.1,29.3,,"Mathematica analysis of the Quality Measure Reporting (QMR) system reports for the FFY 2022 reporting cycle as of June 1, 2023.","Medicaid rates include FFS and PCCM populations. State reported that rates exclude the following populations: ""Since Medicare claims are unavailable, Alabama Medicaid Agency recipients who are dually enrolled in Medicaid and Medicare are excluded from the eligible population.""",Yes
Alabama,"Maternal and Perinatal Health","Child Core Set","Contraceptive Care: All Women Ages 15 to 20",CCW-CH,"Higher rates are better for this measure","Percentage of Women at Risk for Unintended Pregnancy Provided a Long-Acting Reversible Method of Contraception: Ages 15 to 20",2022,"Medicaid only",Administrative,2.3,40,3.4,2.7,4.7,,"Mathematica analysis of the Quality Measure Reporting (QMR) system reports for the FFY 2022 reporting cycle as of June 1, 2023.","Medicaid rates include FFS and PCCM populations. State reported that rates exclude the following populations: ""Since Medicare claims are unavailable, Alabama Medicaid Agency recipients who are dually enrolled in Medicaid and Medicare are excluded from the eligible population.""",Yes
Alabama,"Maternal and Perinatal Health","Child Core Set","Contraceptive Care: All Women Ages 15 to 20",CCW-CH,"Higher rates are better for this measure","Percentage of Women at Risk for Unintended Pregnancy Provided a Most Effective or Moderately Effective Method of Contraception: Ages 15 to 20",2022,"CHIP only",Administrative,28.0,40,26.3,19.1,29.3,,"Mathematica analysis of the Quality Measure Reporting (QMR) system reports for the FFY 2022 reporting cycle as of June 1, 2023.","CHIP rates include FFS population. The state described the ""other"" data sources used to calculate the measure as the following: ""Separate CHIP Claims Data."" The measure allows for a Family Planning Only Services benefit to be included in the continuous enrollment criteria. We cannot identify this benefit, so it has been excluded. Only paid claims are utilized in our rule measure calculations. Suspended, pending, and denied claims are not included.",No
Alabama,"Maternal and Perinatal Health","Child Core Set","Contraceptive Care: All Women Ages 15 to 20",CCW-CH,"Higher rates are better for this measure","Percentage of Women at Risk for Unintended Pregnancy Provided a Long-Acting Reversible Method of Contraception: Ages 15 to 20",2022,"CHIP only",Administrative,2.3,40,3.4,2.7,4.7,,"Mathematica analysis of the Quality Measure Reporting (QMR) system reports for the FFY 2022 reporting cycle as of June 1, 2023.","CHIP rates include FFS population. The state described the ""other"" data sources used to calculate the measure as the following: ""Separate CHIP Claims Data."" The measure allows for a Family Planning Only Services benefit to be included in the continuous enrollment criteria. We cannot identify this benefit, so it has been excluded. Only paid claims are utilized in our rule measure calculations. Suspended, pending, and denied claims are not included.",No
Alabama,"Maternal and Perinatal Health","Child Core Set","Contraceptive Care: Postpartum Women Ages 15 to 20",CCP-CH,"Higher rates are better for this measure","Percentage of Postpartum Women Provided a Most Effective or Moderately Effective Method of Contraception Within 3 Days of Delivery: Ages 15 to 20",2022,"Medicaid only",Administrative,3.9,34,5.7,3.8,8.5,,"Mathematica analysis of the Quality Measure Reporting (QMR) system reports for the FFY 2022 reporting cycle as of June 1, 2023.","Medicaid rates include FFS and PCCM populations. State reported that rates exclude the following populations: ""Since Medicare claims are unavailable, Alabama Medicaid Agency recipients who are dually enrolled in Medicaid and Medicare are excluded from the eligible population.""",Yes
