State,Domain,"Reporting Program","Measure Name","Measure Abbreviation","Measure Type","Rate Definition",FFY,Population,Methodology,"State Rate","Number of States Reporting",Median,"Bottom Quartile","Top Quartile",Notes,Source,"State Specific Comments","Rate Used in Calculating State Mean and Median"
Iowa,"Maternal and Perinatal Health","Adult Core Set","Contraceptive Care: Postpartum Women Ages 21 to 44",CCP-AD,"Higher rates are better for this measure","Percentage of Postpartum Women Provided a Long-Acting Reversible Method of Contraception Within 60 Days of Delivery: Ages 21 to 44",2019,Medicaid,Administrative,10.8,29,12.6,8.9,14.7,,"Mathematica analysis of MACPro reports for the FFY 2019 reporting cycle as of May 31, 2020.","Rates include FFS and managed care populations (2 MCOs). Rates exclude Medicare-Medicaid Dual Eligibles.",Yes
Iowa,"Primary Care Access and Preventive Care","Adult Core Set","Breast Cancer Screening: Ages 50 to 74",BCS-AD,"Higher rates are better for this measure","Percentage of Women who had a Mammogram to Screen for Breast Cancer: Ages 50 to 64",2019,Medicaid,Administrative,58.8,43,53.4,49.1,59.1,,"Mathematica analysis of MACPro reports for the FFY 2019 reporting cycle as of May 31, 2020.","Rate includes FFS and managed care populations (2 MCOs). Rate excludes Medicare-Medicaid Dual Eligibles.",Yes
Iowa,"Primary Care Access and Preventive Care","Adult Core Set","Cervical Cancer Screening: Ages 21 to 64",CCS-AD,"Higher rates are better for this measure","Percentage of Women Screened for Cervical Cancer: Ages 21 to 64",2019,Medicaid,Administrative,52.6,43,55.1,48.4,61.3,,"Mathematica analysis of MACPro reports for the FFY 2019 reporting cycle as of May 31, 2020.","Rate includes FFS and managed care populations (2 MCOs). Rate excludes Medicare-Medicaid Dual Eligibles.",Yes
Iowa,"Primary Care Access and Preventive Care","Adult Core Set","Chlamydia Screening in Women Ages 21 to 24",CHL-AD,"Higher rates are better for this measure","Percentage of Sexually Active Women Screened for Chlamydia: Ages 21 to 24",2019,Medicaid,Administrative,53.1,44,60.2,55.1,65.2,,"Mathematica analysis of MACPro reports for the FFY 2019 reporting cycle as of May 31, 2020.","Rate includes FFS and managed care populations (2 MCOs). Rate excludes Medicare-Medicaid Dual Eligibles.",Yes
Kansas,"Behavioral Health Care","Adult Core Set","Adherence to Antipsychotic Medications for Individuals with Schizophrenia: Ages 19 to 64",SAA-AD,"Higher rates are better for this measure","Percentage with Schizophrenia or Schizoaffective Disorder who were Dispensed and Remained on Antipsychotic Medication for at Least 80 Percent of their Treatment Period: Ages 19 to 64",2019,"Medicaid & Dual Eligibles",Administrative,54.6,37,59.1,56.3,67.7,,"Mathematica analysis of MACPro reports for the FFY 2019 reporting cycle as of May 31, 2020.","Rate includes managed care population (3 MCOs).",Yes
Kansas,"Behavioral Health Care","Adult Core Set","Antidepressant Medication Management: Age 18 and Older",AMM-AD,"Higher rates are better for this measure","Percentage Diagnosed with Major Depression who were Treated with and Remained on Antidepressant Medication for 12 Weeks: Ages 18 to 64",2019,"Medicaid & Dual Eligibles",Administrative,50.3,37,51.3,47.9,53.5,,"Mathematica analysis of MACPro reports for the FFY 2019 reporting cycle as of May 31, 2020.","Rates include managed care population (3 MCOs) age 18 and older.",Yes
Kansas,"Behavioral Health Care","Adult Core Set","Antidepressant Medication Management: Age 18 and Older",AMM-AD,"Higher rates are better for this measure","Percentage Diagnosed with Major Depression who were Treated with and Remained on Antidepressant Medication for 6 Months: Ages 18 to 64",2019,"Medicaid & Dual Eligibles",Administrative,33.3,37,34.4,29.7,38.5,,"Mathematica analysis of MACPro reports for the FFY 2019 reporting cycle as of May 31, 2020.","Rates include managed care population (3 MCOs) age 18 and older.",Yes
Kansas,"Behavioral Health Care","Adult Core Set","Diabetes Screening for People with Schizophrenia or Bipolar Disorder Who Are Using Antipsychotic Medications: Ages 18 to 64",SSD-AD,"Higher rates are better for this measure","Percentage with Schizophrenia, Schizoaffective Disorder, or Bipolar Disorder who were Dispensed an Antipsychotic Medication and had a Diabetes Screening Test: Ages 18 to 64",2019,"Medicaid & Dual Eligibles",Administrative,79.5,37,79.8,76.8,81.9,,"Mathematica analysis of MACPro reports for the FFY 2019 reporting cycle as of May 31, 2020.","Rate includes managed care population (3 MCOs).",Yes
Kansas,"Behavioral Health Care","Adult Core Set","Follow-Up After Emergency Department Visit for Alcohol and Other Drug Abuse or Dependence: Age 18 and Older",FUA-AD,"Higher rates are better for this measure","Percentage of Emergency Department (ED) Visits for Alcohol and Other Drug Abuse or Dependence with a Follow-Up Visit Within 7 Days of the ED Visit: Ages 18 to 64",2019,"Medicaid & Dual Eligibles",Administrative,16.6,36,13.9,7.6,17.8,,"Mathematica analysis of MACPro reports for the FFY 2019 reporting cycle as of May 31, 2020.","Rates include managed care population (3 MCOs) age 18 and older.",Yes
Kansas,"Behavioral Health Care","Adult Core Set","Follow-Up After Emergency Department Visit for Alcohol and Other Drug Abuse or Dependence: Age 18 and Older",FUA-AD,"Higher rates are better for this measure","Percentage of Emergency Department (ED) Visits for Alcohol and Other Drug Abuse or Dependence with a Follow-Up Visit Within 30 Days of the ED Visit: Ages 18 to 64",2019,"Medicaid & Dual Eligibles",Administrative,23.8,36,21.7,12.5,27.6,,"Mathematica analysis of MACPro reports for the FFY 2019 reporting cycle as of May 31, 2020.","Rates include managed care population (3 MCOs) age 18 and older.",Yes
Kansas,"Behavioral Health Care","Adult Core Set","Follow-Up After Emergency Department Visit for Mental Illness: Age 18 and Older",FUM-AD,"Higher rates are better for this measure","Percentage of Emergency Department (ED) Visits for Mental Illness or Intentional Self-Harm with a Follow-Up Visit Within 7 Days of the ED Visit: Ages 18 to 64",2019,"Medicaid & Dual Eligibles",Administrative,59.7,36,38.4,29.5,48.9,,"Mathematica analysis of MACPro reports for the FFY 2019 reporting cycle as of May 31, 2020.","Rates include managed care population (3 MCOs) age 18 and older.",Yes
Kansas,"Behavioral Health Care","Adult Core Set","Follow-Up After Emergency Department Visit for Mental Illness: Age 18 and Older",FUM-AD,"Higher rates are better for this measure","Percentage of Emergency Department (ED) Visits for Mental Illness or Intentional Self-Harm with a Follow-Up Visit Within 30 Days of the ED Visit: Ages 18 to 64",2019,"Medicaid & Dual Eligibles",Administrative,72.1,36,52.1,45.5,64.8,,"Mathematica analysis of MACPro reports for the FFY 2019 reporting cycle as of May 31, 2020.","Rates include managed care population (3 MCOs) age 18 and older.",Yes
Kansas,"Behavioral Health Care","Adult Core Set","Follow-Up After Hospitalization for Mental Illness: Age 18 and Older",FUH-AD,"Higher rates are better for this measure","Percentage of Hospitalizations for Mental Illness or Intentional Self-Harm with a Follow-Up Visit Within 7 Days after Discharge: Ages 18 to 64",2019,"Medicaid & Dual Eligibles",Administrative,49.0,42,32.3,24.3,46.7,,"Mathematica analysis of MACPro reports for the FFY 2019 reporting cycle as of May 31, 2020.","Rates include managed care population (3 MCOs).",Yes
Kansas,"Behavioral Health Care","Adult Core Set","Follow-Up After Hospitalization for Mental Illness: Age 18 and Older",FUH-AD,"Higher rates are better for this measure","Percentage of Hospitalizations for Mental Illness or Intentional Self-Harm with a Follow-Up Visit Within 30 Days after Discharge: Ages 18 to 64",2019,"Medicaid & Dual Eligibles",Administrative,67.2,42,54.8,41.7,63,,"Mathematica analysis of MACPro reports for the FFY 2019 reporting cycle as of May 31, 2020.","Rates include managed care population (3 MCOs).",Yes
Kansas,"Behavioral Health Care","Adult Core Set","Initiation and Engagement of Alcohol and Other Drug Abuse or Dependence Treatment: Age 18 and Older",IET-AD,"Higher rates are better for this measure","Percentage with a New Episode of Alcohol Abuse or Dependence who Initiated Alcohol or Other Drug Treatment within 14 Days of the Diagnosis: Ages 18 to 64",2019,"Medicaid & Dual Eligibles",Administrative,40.5,37,39.9,35.7,42.4,,"Mathematica analysis of MACPro reports for the FFY 2019 reporting cycle as of May 31, 2020.","Rates include managed care population (3 MCOs) age 18 and older.",Yes
Kansas,"Behavioral Health Care","Adult Core Set","Initiation and Engagement of Alcohol and Other Drug Abuse or Dependence Treatment: Age 18 and Older",IET-AD,"Higher rates are better for this measure","Percentage with a New Episode of Alcohol Abuse or Dependence who Initiated and Engaged in Alcohol or Other Drug Treatment within 34 Days of the Initiation Visit: Ages 18 to 64",2019,"Medicaid & Dual Eligibles",Administrative,9.7,37,11.2,8.5,14.6,,"Mathematica analysis of MACPro reports for the FFY 2019 reporting cycle as of May 31, 2020.","Rates include managed care population (3 MCOs) age 18 and older.",Yes
Kansas,"Behavioral Health Care","Adult Core Set","Initiation and Engagement of Alcohol and Other Drug Abuse or Dependence Treatment: Age 18 and Older",IET-AD,"Higher rates are better for this measure","Percentage with a New Episode of Opioid Abuse or Dependence who Initiated Alcohol or Other Drug Treatment within 14 Days of the Diagnosis: Ages 18 to 64",2019,"Medicaid & Dual Eligibles",Administrative,34.7,37,54,43.2,57.4,,"Mathematica analysis of MACPro reports for the FFY 2019 reporting cycle as of May 31, 2020.","Rates include managed care population (3 MCOs) age 18 and older.",Yes
Kansas,"Behavioral Health Care","Adult Core Set","Initiation and Engagement of Alcohol and Other Drug Abuse or Dependence Treatment: Age 18 and Older",IET-AD,"Higher rates are better for this measure","Percentage with a New Episode of Opioid Abuse or Dependence who Initiated and Engaged in Alcohol or Other Drug Treatment within 34 Days of the Initiation Visit: Ages 18 to 64",2019,"Medicaid & Dual Eligibles",Administrative,9.3,37,27.7,15.4,35,,"Mathematica analysis of MACPro reports for the FFY 2019 reporting cycle as of May 31, 2020.","Rates include managed care population (3 MCOs) age 18 and older.",Yes
Kansas,"Behavioral Health Care","Adult Core Set","Initiation and Engagement of Alcohol and Other Drug Abuse or Dependence Treatment: Age 18 and Older",IET-AD,"Higher rates are better for this measure","Percentage with a New Episode of Other Drug Abuse or Dependence who Initiated Alcohol or Other Drug Treatment within 14 Days of the Diagnosis: Ages 18 to 64",2019,"Medicaid & Dual Eligibles",Administrative,34.6,37,39.9,37.3,42.2,,"Mathematica analysis of MACPro reports for the FFY 2019 reporting cycle as of May 31, 2020.","Rates include managed care population (3 MCOs) age 18 and older.",Yes
Kansas,"Behavioral Health Care","Adult Core Set","Initiation and Engagement of Alcohol and Other Drug Abuse or Dependence Treatment: Age 18 and Older",IET-AD,"Higher rates are better for this measure","Percentage with a New Episode of Other Drug Abuse or Dependence who Initiated and Engaged in Alcohol or Other Drug Treatment within 34 Days of the Initiation Visit: Ages 18 to 64",2019,"Medicaid & Dual Eligibles",Administrative,10.7,37,10.8,9.2,14.5,,"Mathematica analysis of MACPro reports for the FFY 2019 reporting cycle as of May 31, 2020.","Rates include managed care population (3 MCOs) age 18 and older.",Yes
Kansas,"Behavioral Health Care","Adult Core Set","Initiation and Engagement of Alcohol and Other Drug Abuse or Dependence Treatment: Age 18 and Older",IET-AD,"Higher rates are better for this measure","Percentage with a New Episode of Alcohol or Other Drug Abuse or Dependence who Initiated Alcohol or Other Drug Treatment within 14 Days of the Diagnosis: Ages 18 to 64",2019,"Medicaid & Dual Eligibles",Administrative,35.3,38,42,37.6,45.2,,"Mathematica analysis of MACPro reports for the FFY 2019 reporting cycle as of May 31, 2020.","Rates include managed care population (3 MCOs) age 18 and older.",Yes
Kansas,"Behavioral Health Care","Adult Core Set","Initiation and Engagement of Alcohol and Other Drug Abuse or Dependence Treatment: Age 18 and Older",IET-AD,"Higher rates are better for this measure","Percentage with a New Episode of Alcohol or Other Drug Abuse or Dependence who Initiated and Engaged in Alcohol or Other Drug Treatment within 34 Days of the Initiation Visit: Ages 18 to 64",2019,"Medicaid & Dual Eligibles",Administrative,10.3,38,15.7,11.4,19.1,,"Mathematica analysis of MACPro reports for the FFY 2019 reporting cycle as of May 31, 2020.","Rates include managed care population (3 MCOs) age 18 and older.",Yes
Kansas,"Care of Acute and Chronic Conditions","Adult Core Set","Annual Monitoring for Patients on Persistent Medications: Age 18 and Older",MPM-AD,"Higher rates are better for this measure","Percentage who Received at Least 180 Treatment Days of Ambulatory Medication Therapy and Annual Monitoring: Ages 18 to 64",2019,"Medicaid & Dual Eligibles",Administrative,90.4,40,87.4,86.2,89,,"Mathematica analysis of MACPro reports for the FFY 2019 reporting cycle as of May 31, 2020.","Rate includes managed care population (3 MCOs) age 18 and older.",Yes
Kansas,"Care of Acute and Chronic Conditions","Adult Core Set","Asthma Medication Ratio: Ages 19 to 64",AMR-AD,"Higher rates are better for this measure","Percentage with Persistent Asthma who had a Ratio of Controller Medications to Total Asthma Medications of 0.50 or Greater: Ages 19 to 50",2019,"Medicaid & Dual Eligibles",Administrative,54.9,39,53.8,49.6,56.5,,"Mathematica analysis of MACPro reports for the FFY 2019 reporting cycle as of May 31, 2020.","Rates include managed care population (3 MCOs).",Yes
Kansas,"Care of Acute and Chronic Conditions","Adult Core Set","Asthma Medication Ratio: Ages 19 to 64",AMR-AD,"Higher rates are better for this measure","Percentage with Persistent Asthma who had a Ratio of Controller Medications to Total Asthma Medications of 0.50 or Greater: Ages 51 to 64",2019,"Medicaid & Dual Eligibles",Administrative,48.2,38,57,51.6,63.1,,"Mathematica analysis of MACPro reports for the FFY 2019 reporting cycle as of May 31, 2020.","Rates include managed care population (3 MCOs).",Yes
Kansas,"Care of Acute and Chronic Conditions","Adult Core Set","Asthma Medication Ratio: Ages 19 to 64",AMR-AD,"Higher rates are better for this measure","Percentage with Persistent Asthma who had a Ratio of Controller Medications to Total Asthma Medications of 0.50 or Greater: Ages 19 to 64",2019,"Medicaid & Dual Eligibles",Administrative,53.7,39,54.6,51.6,58.6,,"Mathematica analysis of MACPro reports for the FFY 2019 reporting cycle as of May 31, 2020.","Rates include managed care population (3 MCOs).",Yes
Kansas,"Care of Acute and Chronic Conditions","Adult Core Set","Comprehensive Diabetes Care: Hemoglobin A1c Poor Control (>9.0%): Ages 18 to 75",HPC-AD,"Lower rates are better for this measure","Percentage with Diabetes (Type 1 or Type 2) who had Hemoglobin A1c in Poor Control (>9.0%): Ages 18 to 64",2019,"Medicaid & Dual Eligibles",Hybrid,36.8,29,38.8,45.5,34.7,,"Mathematica analysis of MACPro reports for the FFY 2019 reporting cycle as of May 31, 2020.","Rate includes managed care population (3 MCOs) ages 18 to 75. Denominator is the sample size; measure-eligible population is 13,130.",Yes
Kansas,"Care of Acute and Chronic Conditions","Adult Core Set","Comprehensive Diabetes Care: Hemoglobin A1c Testing: Ages 18 to 75",HA1C-AD,"Higher rates are better for this measure","Percentage with Diabetes (Type 1 or Type 2) who had a Hemoglobin A1c (HbA1c) Test: Ages 18 to 64",2019,"Medicaid & Dual Eligibles",Hybrid,87.7,40,86.1,82.9,87.4,,"Mathematica analysis of MACPro reports for the FFY 2019 reporting cycle as of May 31, 2020.","Rate includes managed care population (3 MCOs) ages 18 to 75. Denominator is the sample size; measure-eligible population is 13,130.",Yes
Kansas,"Care of Acute and Chronic Conditions","Adult Core Set","Controlling High Blood Pressure: Ages 18 to 85",CBP-AD,"Higher rates are better for this measure","Percentage who had a Diagnosis of Hypertension and Whose Blood Pressure was Adequately Controlled During the Measurement Year: Ages 18 to 64",2019,"Medicaid & Dual Eligibles",Hybrid,58.6,32,60,51,64.8,,"Mathematica analysis of MACPro reports for the FFY 2019 reporting cycle as of May 31, 2020.","Rate includes managed care population (2 MCOs) ages 18 to 85, representing 69 percent of the population. Rate excludes enrollees in one MCO, representing 31 percent of the population. Denominator is the sample size; measure-eligible population is 12,881.",Yes
Kansas,"Care of Acute and Chronic Conditions","Adult Core Set","Plan All-Cause Readmissions: Ages 18 to 64",PCR-AD,"Lower rates are better for this measure","Ratio of Observed All-Cause Readmissions to Expected Readmissions: Ages 18 to 64",2019,"Medicaid & Dual Eligibles",Administrative,0.6429,31,0.8283,0.9929,0.7188,,"Mathematica analysis of MACPro reports for the FFY 2019 reporting cycle as of May 31, 2020.","Rates include managed care population (3 MCOs).",Yes
Kansas,"Maternal and Perinatal Health","Adult Core Set","Prenatal and Postpartum Care: Postpartum Care",PPC-AD,"Higher rates are better for this measure","Percentage of Women Delivering a Live Birth who had a Postpartum Care Visit on or Between 21 and 56 Days after Delivery",2019,"Medicaid & Dual Eligibles",Hybrid,58.2,39,61.2,57.4,66.3,,"Mathematica analysis of MACPro reports for the FFY 2019 reporting cycle as of May 31, 2020.","Rate includes managed care population (2 MCOs), representing 67 percent of the population. Rate excludes enrollees in one MCO, representing 33 percent of the population. Denominator is the sample size; measure-eligible population is 11,075.",Yes
Kansas,"Primary Care Access and Preventive Care","Adult Core Set","Adult Body Mass Index Assessment: Ages 18 to 74",ABA-AD,"Higher rates are better for this measure","Percentage who had an Outpatient Visit with a BMI Documented in the Medical Record: Ages 18 to 64",2019,"Medicaid & Dual Eligibles",Hybrid,90.4,36,83.5,53.7,90.4,,"Mathematica analysis of MACPro reports for the FFY 2019 reporting cycle as of May 31, 2020.","Rate includes managed care population (2 MCOs) ages 18 to 74, representing 68 percent of the population. Rate excludes enrollees in one MCO, representing 32 percent of the population. Denominator is the sample size; measure-eligible population is 37,913.",Yes
Kansas,"Primary Care Access and Preventive Care","Adult Core Set","Breast Cancer Screening: Ages 50 to 74",BCS-AD,"Higher rates are better for this measure","Percentage of Women who had a Mammogram to Screen for Breast Cancer: Ages 50 to 64",2019,"Medicaid & Dual Eligibles",Administrative,48.0,43,53.4,49.1,59.1,,"Mathematica analysis of MACPro reports for the FFY 2019 reporting cycle as of May 31, 2020.","Rate includes managed care population (3 MCOs) ages 50 to 74.",Yes
Kansas,"Primary Care Access and Preventive Care","Adult Core Set","Cervical Cancer Screening: Ages 21 to 64",CCS-AD,"Higher rates are better for this measure","Percentage of Women Screened for Cervical Cancer: Ages 21 to 64",2019,"Medicaid & Dual Eligibles",Hybrid,59.1,43,55.1,48.4,61.3,,"Mathematica analysis of MACPro reports for the FFY 2019 reporting cycle as of May 31, 2020.","Rate includes managed care population (3 MCOs). Denominator is the sample size; measure-eligible population is 43,097. Rate was validated by state's EQRO.",Yes
Kansas,"Primary Care Access and Preventive Care","Adult Core Set","Chlamydia Screening in Women Ages 21 to 24",CHL-AD,"Higher rates are better for this measure","Percentage of Sexually Active Women Screened for Chlamydia: Ages 21 to 24",2019,"Medicaid & Dual Eligibles",Administrative,54.9,44,60.2,55.1,65.2,,"Mathematica analysis of MACPro reports for the FFY 2019 reporting cycle as of May 31, 2020.","Rate includes managed care population (3 MCOs).",Yes
Kentucky,"Behavioral Health Care","Adult Core Set","Adherence to Antipsychotic Medications for Individuals with Schizophrenia: Ages 19 to 64",SAA-AD,"Higher rates are better for this measure","Percentage with Schizophrenia or Schizoaffective Disorder who were Dispensed and Remained on Antipsychotic Medication for at Least 80 Percent of their Treatment Period: Ages 19 to 64",2019,"Medicaid & CHIP & Dual Eligibles",Administrative,58.2,37,59.1,56.3,67.7,,"Mathematica analysis of MACPro reports for the FFY 2019 reporting cycle as of May 31, 2020.","Rate includes managed care population (5 MCOs), representing 91 percent of the population. Rate excludes FFS population, representing 9 percent of the population.",Yes
Kentucky,"Behavioral Health Care","Adult Core Set","Antidepressant Medication Management: Age 18 and Older",AMM-AD,"Higher rates are better for this measure","Percentage Diagnosed with Major Depression who were Treated with and Remained on Antidepressant Medication for 12 Weeks: Ages 18 to 64",2019,"Medicaid & CHIP & Dual Eligibles",Administrative,51.5,37,51.3,47.9,53.5,,"Mathematica analysis of MACPro reports for the FFY 2019 reporting cycle as of May 31, 2020.","Rates include managed care population (5 MCOs) age 18 and older, representing 91 percent of the population. Rates exclude FFS population, representing 9 percent of the population.",Yes
Kentucky,"Behavioral Health Care","Adult Core Set","Antidepressant Medication Management: Age 18 and Older",AMM-AD,"Higher rates are better for this measure","Percentage Diagnosed with Major Depression who were Treated with and Remained on Antidepressant Medication for 6 Months: Ages 18 to 64",2019,"Medicaid & CHIP & Dual Eligibles",Administrative,35.1,37,34.4,29.7,38.5,,"Mathematica analysis of MACPro reports for the FFY 2019 reporting cycle as of May 31, 2020.","Rates include managed care population (5 MCOs) age 18 and older, representing 91 percent of the population. Rates exclude FFS population, representing 9 percent of the population.",Yes
Kentucky,"Behavioral Health Care","Adult Core Set","Diabetes Screening for People with Schizophrenia or Bipolar Disorder Who Are Using Antipsychotic Medications: Ages 18 to 64",SSD-AD,"Higher rates are better for this measure","Percentage with Schizophrenia, Schizoaffective Disorder, or Bipolar Disorder who were Dispensed an Antipsychotic Medication and had a Diabetes Screening Test: Ages 18 to 64",2019,"Medicaid & Dual Eligibles",Administrative,84.1,37,79.8,76.8,81.9,,"Mathematica analysis of MACPro reports for the FFY 2019 reporting cycle as of May 31, 2020.","Rate includes managed care population (5 MCOs), representing 91 percent of the population. Rate excludes FFS population, representing 9 percent of the population.",Yes
Kentucky,"Behavioral Health Care","Adult Core Set","Follow-Up After Emergency Department Visit for Alcohol and Other Drug Abuse or Dependence: Age 18 and Older",FUA-AD,"Higher rates are better for this measure","Percentage of Emergency Department (ED) Visits for Alcohol and Other Drug Abuse or Dependence with a Follow-Up Visit Within 7 Days of the ED Visit: Ages 18 to 64",2019,"Medicaid & CHIP & Dual Eligibles",Administrative,15.9,36,13.9,7.6,17.8,,"Mathematica analysis of MACPro reports for the FFY 2019 reporting cycle as of May 31, 2020.","Rates include managed care population (5 MCOs) age 18 and older, representing 91 percent of the population. Rates exclude FFS population, representing 9 percent of the population.",Yes
Kentucky,"Behavioral Health Care","Adult Core Set","Follow-Up After Emergency Department Visit for Alcohol and Other Drug Abuse or Dependence: Age 18 and Older",FUA-AD,"Higher rates are better for this measure","Percentage of Emergency Department (ED) Visits for Alcohol and Other Drug Abuse or Dependence with a Follow-Up Visit Within 30 Days of the ED Visit: Ages 18 to 64",2019,"Medicaid & CHIP & Dual Eligibles",Administrative,25.4,36,21.7,12.5,27.6,,"Mathematica analysis of MACPro reports for the FFY 2019 reporting cycle as of May 31, 2020.","Rates include managed care population (5 MCOs) age 18 and older, representing 91 percent of the population. Rates exclude FFS population, representing 9 percent of the population.",Yes
Kentucky,"Behavioral Health Care","Adult Core Set","Follow-Up After Emergency Department Visit for Mental Illness: Age 18 and Older",FUM-AD,"Higher rates are better for this measure","Percentage of Emergency Department (ED) Visits for Mental Illness or Intentional Self-Harm with a Follow-Up Visit Within 7 Days of the ED Visit: Ages 18 to 64",2019,"Medicaid & CHIP & Dual Eligibles",Administrative,35.5,36,38.4,29.5,48.9,,"Mathematica analysis of MACPro reports for the FFY 2019 reporting cycle as of May 31, 2020.","Rates include managed care population (5 MCOs) age 18 and older, representing 91 percent of the population. Rates exclude FFS population, representing 9 percent of the population.",Yes
Kentucky,"Behavioral Health Care","Adult Core Set","Follow-Up After Emergency Department Visit for Mental Illness: Age 18 and Older",FUM-AD,"Higher rates are better for this measure","Percentage of Emergency Department (ED) Visits for Mental Illness or Intentional Self-Harm with a Follow-Up Visit Within 30 Days of the ED Visit: Ages 18 to 64",2019,"Medicaid & CHIP & Dual Eligibles",Administrative,53.6,36,52.1,45.5,64.8,,"Mathematica analysis of MACPro reports for the FFY 2019 reporting cycle as of May 31, 2020.","Rates include managed care population (5 MCOs) age 18 and older, representing 91 percent of the population. Rates exclude FFS population, representing 9 percent of the population.",Yes
Kentucky,"Behavioral Health Care","Adult Core Set","Follow-Up After Hospitalization for Mental Illness: Age 18 and Older",FUH-AD,"Higher rates are better for this measure","Percentage of Hospitalizations for Mental Illness or Intentional Self-Harm with a Follow-Up Visit Within 7 Days after Discharge: Ages 18 to 64",2019,"Medicaid & CHIP & Dual Eligibles",Administrative,47.3,42,32.3,24.3,46.7,,"Mathematica analysis of MACPro reports for the FFY 2019 reporting cycle as of May 31, 2020.","Rates include managed care population (5 MCOs), representing 91 percent of the population. Rates exclude FFS population, representing 9 percent of the population.",Yes
Kentucky,"Behavioral Health Care","Adult Core Set","Follow-Up After Hospitalization for Mental Illness: Age 18 and Older",FUH-AD,"Higher rates are better for this measure","Percentage of Hospitalizations for Mental Illness or Intentional Self-Harm with a Follow-Up Visit Within 30 Days after Discharge: Ages 18 to 64",2019,"Medicaid & CHIP & Dual Eligibles",Administrative,52.7,42,54.8,41.7,63,,"Mathematica analysis of MACPro reports for the FFY 2019 reporting cycle as of May 31, 2020.","Rates include managed care population (5 MCOs), representing 91 percent of the population. Rates exclude FFS population, representing 9 percent of the population.",Yes
Kentucky,"Behavioral Health Care","Adult Core Set","Initiation and Engagement of Alcohol and Other Drug Abuse or Dependence Treatment: Age 18 and Older",IET-AD,"Higher rates are better for this measure","Percentage with a New Episode of Alcohol Abuse or Dependence who Initiated Alcohol or Other Drug Treatment within 14 Days of the Diagnosis: Ages 18 to 64",2019,"Medicaid & Dual Eligibles",Administrative,39.9,37,39.9,35.7,42.4,,"Mathematica analysis of MACPro reports for the FFY 2019 reporting cycle as of May 31, 2020.","Rates include managed care population (5 MCOs) age 18 and older, representing 91 percent of the population. Rates exclude FFS population, representing 9 percent of the population.",Yes
Kentucky,"Behavioral Health Care","Adult Core Set","Initiation and Engagement of Alcohol and Other Drug Abuse or Dependence Treatment: Age 18 and Older",IET-AD,"Higher rates are better for this measure","Percentage with a New Episode of Alcohol Abuse or Dependence who Initiated and Engaged in Alcohol or Other Drug Treatment within 34 Days of the Initiation Visit: Ages 18 to 64",2019,"Medicaid & Dual Eligibles",Administrative,11.2,37,11.2,8.5,14.6,,"Mathematica analysis of MACPro reports for the FFY 2019 reporting cycle as of May 31, 2020.","Rates include managed care population (5 MCOs) age 18 and older, representing 91 percent of the population. Rates exclude FFS population, representing 9 percent of the population.",Yes
Kentucky,"Behavioral Health Care","Adult Core Set","Initiation and Engagement of Alcohol and Other Drug Abuse or Dependence Treatment: Age 18 and Older",IET-AD,"Higher rates are better for this measure","Percentage with a New Episode of Opioid Abuse or Dependence who Initiated Alcohol or Other Drug Treatment within 14 Days of the Diagnosis: Ages 18 to 64",2019,"Medicaid & Dual Eligibles",Administrative,61.4,37,54,43.2,57.4,,"Mathematica analysis of MACPro reports for the FFY 2019 reporting cycle as of May 31, 2020.","Rates include managed care population (5 MCOs) age 18 and older, representing 91 percent of the population. Rates exclude FFS population, representing 9 percent of the population.",Yes
Kentucky,"Behavioral Health Care","Adult Core Set","Initiation and Engagement of Alcohol and Other Drug Abuse or Dependence Treatment: Age 18 and Older",IET-AD,"Higher rates are better for this measure","Percentage with a New Episode of Opioid Abuse or Dependence who Initiated and Engaged in Alcohol or Other Drug Treatment within 34 Days of the Initiation Visit: Ages 18 to 64",2019,"Medicaid & Dual Eligibles",Administrative,42.2,37,27.7,15.4,35,,"Mathematica analysis of MACPro reports for the FFY 2019 reporting cycle as of May 31, 2020.","Rates include managed care population (5 MCOs) age 18 and older, representing 91 percent of the population. Rates exclude FFS population, representing 9 percent of the population.",Yes
Kentucky,"Behavioral Health Care","Adult Core Set","Initiation and Engagement of Alcohol and Other Drug Abuse or Dependence Treatment: Age 18 and Older",IET-AD,"Higher rates are better for this measure","Percentage with a New Episode of Other Drug Abuse or Dependence who Initiated Alcohol or Other Drug Treatment within 14 Days of the Diagnosis: Ages 18 to 64",2019,"Medicaid & Dual Eligibles",Administrative,39.1,37,39.9,37.3,42.2,,"Mathematica analysis of MACPro reports for the FFY 2019 reporting cycle as of May 31, 2020.","Rates include managed care population (5 MCOs) age 18 and older, representing 91 percent of the population. Rates exclude FFS population, representing 9 percent of the population.",Yes
Kentucky,"Behavioral Health Care","Adult Core Set","Initiation and Engagement of Alcohol and Other Drug Abuse or Dependence Treatment: Age 18 and Older",IET-AD,"Higher rates are better for this measure","Percentage with a New Episode of Other Drug Abuse or Dependence who Initiated and Engaged in Alcohol or Other Drug Treatment within 34 Days of the Initiation Visit: Ages 18 to 64",2019,"Medicaid & Dual Eligibles",Administrative,11.4,37,10.8,9.2,14.5,,"Mathematica analysis of MACPro reports for the FFY 2019 reporting cycle as of May 31, 2020.","Rates include managed care population (5 MCOs) age 18 and older, representing 91 percent of the population. Rates exclude FFS population, representing 9 percent of the population.",Yes
